linea,tren_id,sentido,unidad,estacion,dist_km,hora_min
L1,L1-LJ->TH-20856,LJ->TH,SFE B3,UTF Santa María,8.705,978.0
L1,L1-LJ->TH-20856,LJ->TH,SFE B3,UTF Santa María,8.705,979.0
L1,L1-LJ->TH-20856,LJ->TH,SFE B3,Los Cóndores,5.637,982.0
L1,L1-LJ->TH-20856,LJ->TH,SFE B3,Los Cóndores,5.637,983.0
L1,L1-LJ->TH-20856,LJ->TH,SFE B3,Hospital Las Higueras,3.487,985.0
L1,L1-LJ->TH-20856,LJ->TH,SFE B3,Hospital Las Higueras,3.487,986.0
L1,L1-LJ->TH-20856,LJ->TH,SFE B3,El Arenal,1.468,987.0
L1,L1-LJ->TH-20856,LJ->TH,SFE B3,Mercado,0.0,990.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,LAJA,80.416,1230.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,SAN ROSENDO,77.816,1236.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,SAN ROSENDO,77.816,1237.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,BUENURAQUI,74.416,1248.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,BUENURAQUI,74.416,1249.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,GOMERO,67.416,1260.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,GOMERO,67.416,1261.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,TALCAMÁVIDA,59.916,1273.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,TALCAMÁVIDA,59.916,1274.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,Los Acacios,55.516,1277.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,Los Acacios,55.516,1278.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,Valle Chanco,54.416,1281.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,Valle Chanco,54.416,1282.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,UNIHUE,53.316,1286.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,UNIHUE,53.316,1287.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,San Miguel,50.436,1293.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,San Miguel,50.436,1294.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,QUILACOYA,46.116,1297.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,QUILACOYA,46.116,1298.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,HUALQUI,35.816,1311.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,HUALQUI,35.816,1312.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,OMER HUET,30.908,1318.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,LA LEONERA,28.643,1321.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,LA LEONERA,28.643,1322.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,Manquimávida,27.219,1324.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,Manquimávida,27.219,1325.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,Pedro Medina,25.536,1327.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,Pedro Medina,25.536,1328.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,CHIGUAYANTE,24.206,1330.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,CHIGUAYANTE,24.206,1331.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,CONCEPCIÓN,14.289,1340.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,CONCEPCIÓN,14.289,1344.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,Lorenzo Arenas,11.705,1349.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,Lorenzo Arenas,11.705,1350.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,UTF Santa María,8.705,1353.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,UTF Santa María,8.705,1354.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,Los Cóndores,5.637,1357.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,Los Cóndores,5.637,1358.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,Hospital Las Higueras,3.487,1360.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,Hospital Las Higueras,3.487,1361.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,El Arenal,1.468,1362.0
L1,L1-LJ->TH-20862,LJ->TH,SFE B1,Mercado,0.0,1365.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,Mercado,0.0,569.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,El Arenal,1.468,570.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,Hospital Las Higueras,3.487,573.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,Hospital Las Higueras,3.487,574.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,Los Cóndores,5.637,576.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,Los Cóndores,5.637,577.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,UTF Santa María,8.705,580.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,UTF Santa María,8.705,581.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,Lorenzo Arenas,11.705,584.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,Lorenzo Arenas,11.705,585.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,CONCEPCIÓN,14.289,590.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,CONCEPCIÓN,14.289,594.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,CHIGUAYANTE,24.206,603.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,CHIGUAYANTE,24.206,604.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,Pedro Medina,25.536,606.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,Pedro Medina,25.536,607.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,Manquimávida,27.219,609.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,Manquimávida,27.219,610.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,LA LEONERA,28.643,612.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,LA LEONERA,28.643,613.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,OMER HUET,30.908,616.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,HUALQUI,35.816,622.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,HUALQUI,35.816,623.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,QUILACOYA,46.116,636.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,QUILACOYA,46.116,637.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,San Miguel,50.436,640.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,San Miguel,50.436,641.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,UNIHUE,53.316,647.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,UNIHUE,53.316,648.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,Valle Chanco,54.416,652.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,Valle Chanco,54.416,653.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,Los Acacios,55.516,656.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,Los Acacios,55.516,657.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,TALCAMÁVIDA,59.916,660.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,TALCAMÁVIDA,59.916,661.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,GOMERO,67.416,673.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,GOMERO,67.416,674.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,BUENURAQUI,74.416,685.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,BUENURAQUI,74.416,686.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,SAN ROSENDO,77.816,697.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,SAN ROSENDO,77.816,698.0
L1,L1-TH->LJ-20220,TH->LJ,UT 1,LAJA,80.416,704.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,Mercado,0.0,614.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,El Arenal,1.468,615.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,Hospital Las Higueras,3.487,618.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,Hospital Las Higueras,3.487,619.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,Los Cóndores,5.637,621.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,Los Cóndores,5.637,622.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,UTF Santa María,8.705,625.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,UTF Santa María,8.705,626.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,Lorenzo Arenas,11.705,629.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,Lorenzo Arenas,11.705,630.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,CONCEPCIÓN,14.289,635.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,CONCEPCIÓN,14.289,639.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,CHIGUAYANTE,24.206,648.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,CHIGUAYANTE,24.206,649.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,Pedro Medina,25.536,651.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,Pedro Medina,25.536,652.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,Manquimávida,27.219,654.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,Manquimávida,27.219,655.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,LA LEONERA,28.643,657.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,LA LEONERA,28.643,658.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,OMER HUET,30.908,661.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,HUALQUI,35.816,667.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,HUALQUI,35.816,668.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,QUILACOYA,46.116,681.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,QUILACOYA,46.116,682.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,San Miguel,50.436,685.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,San Miguel,50.436,686.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,UNIHUE,53.316,692.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,UNIHUE,53.316,693.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,Valle Chanco,54.416,697.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,Valle Chanco,54.416,698.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,Los Acacios,55.516,701.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,Los Acacios,55.516,702.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,TALCAMÁVIDA,59.916,705.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,TALCAMÁVIDA,59.916,706.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,GOMERO,67.416,718.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,GOMERO,67.416,719.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,BUENURAQUI,74.416,730.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,BUENURAQUI,74.416,731.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,SAN ROSENDO,77.816,742.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,SAN ROSENDO,77.816,743.0
L1,L1-TH->LJ-20222,TH->LJ,SFE 4,LAJA,80.416,749.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,Mercado,0.0,660.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,El Arenal,1.468,661.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,Hospital Las Higueras,3.487,664.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,Hospital Las Higueras,3.487,665.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,Los Cóndores,5.637,667.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,Los Cóndores,5.637,668.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,UTF Santa María,8.705,671.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,UTF Santa María,8.705,672.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,Lorenzo Arenas,11.705,675.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,Lorenzo Arenas,11.705,676.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,CONCEPCIÓN,14.289,681.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,CONCEPCIÓN,14.289,685.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,CHIGUAYANTE,24.206,694.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,CHIGUAYANTE,24.206,695.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,Pedro Medina,25.536,697.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,Pedro Medina,25.536,698.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,Manquimávida,27.219,700.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,Manquimávida,27.219,701.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,LA LEONERA,28.643,703.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,LA LEONERA,28.643,704.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,OMER HUET,30.908,707.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,HUALQUI,35.816,713.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,HUALQUI,35.816,714.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,QUILACOYA,46.116,727.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,QUILACOYA,46.116,728.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,San Miguel,50.436,731.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,San Miguel,50.436,732.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,UNIHUE,53.316,738.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,UNIHUE,53.316,739.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,Valle Chanco,54.416,743.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,Valle Chanco,54.416,744.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,Los Acacios,55.516,747.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,Los Acacios,55.516,748.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,TALCAMÁVIDA,59.916,751.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,TALCAMÁVIDA,59.916,752.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,GOMERO,67.416,764.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,GOMERO,67.416,765.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,BUENURAQUI,74.416,776.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,BUENURAQUI,74.416,777.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,SAN ROSENDO,77.816,788.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,SAN ROSENDO,77.816,789.0
L1,L1-TH->LJ-20228,TH->LJ,SFE B1,LAJA,80.416,795.0
L1,L1-TH->LJ-20232,TH->LJ,UT 1,Mercado,0.0,760.0
L1,L1-TH->LJ-20232,TH->LJ,UT 1,El Arenal,1.468,761.0
L1,L1-TH->LJ-20232,TH->LJ,UT 1,Hospital Las Higueras,3.487,764.0
L1,L1-TH->LJ-20232,TH->LJ,UT 1,Hospital Las Higueras,3.487,765.0
L1,L1-TH->LJ-20232,TH->LJ,UT 1,Los Cóndores,5.637,767.0
L1,L1-TH->LJ-20232,TH->LJ,UT 1,Los Cóndores,5.637,768.0
L1,L1-TH->LJ-20232,TH->LJ,UT 1,UTF Santa María,8.705,771.0
L1,L1-TH->LJ-20232,TH->LJ,UT 1,UTF Santa María,8.705,772.0
L1,L1-TH->LJ-20232,TH->LJ,UT 1,Lorenzo Arenas,11.705,775.0
L1,L1-TH->LJ-20232,TH->LJ,UT 1,Lorenzo Arenas,11.705,776.0
L1,L1-TH->LJ-20232,TH->LJ,UT 1,CONCEPCIÓN,14.289,781.0
L1,L1-TH->LJ-20232,TH->LJ,UT 1,CONCEPCIÓN,14.289,785.0
L1,L1-TH->LJ-20232,TH->LJ,UT 1,CHIGUAYANTE,24.206,794.0
